date,ticker,open,high,low,close,vwap,volume,turnover,status
20231129,000688.SH,870.4,872.8965,862.0363,862.0363,862.0363,16363503.0,58283069.949,000688.SH
20231128,000688.SH,868.8115,873.656,863.8138,871.9061,871.9061,16621707.0,56020308.991,000688.SH
20231127,000688.SH,864.2671,869.8663,861.384,868.0296,868.0296,16634920.0,56784293.267,000688.SH
20231124,000688.SH,875.5802,876.2576,863.8495,864.7739,864.7739,14603206.0,49262059.673,000688.SH
20231123,000688.SH,869.8532,878.451,866.6299,877.7703,877.7703,15187726.0,49653211.27,000688.SH
20231122,000688.SH,881.9566,884.7083,870.7602,870.7602,870.7602,16915590.0,55664319.782,000688.SH
20231121,000688.SH,892.9197,896.9596,884.5996,884.8949,884.8949,19630210.0,66923767.634,000688.SH
20231120,000688.SH,890.8977,896.0735,883.0271,892.631,892.631,21501083.0,75556514.249,000688.SH
20231117,000688.SH,886.673,891.9482,884.5137,891.3803,891.3803,18134883.0,60121508.231,000688.SH
20231116,000688.SH,898.7438,900.1495,886.7666,887.1105,887.1105,18718815.0,62487615.877,000688.SH
20231115,000688.SH,912.6266,913.1959,900.6181,902.1802,902.1802,22918258.0,78400202.045,000688.SH
20231114,000688.SH,895.8138,904.7117,893.2805,904.3413,904.3413,21101284.0,71383848.694,000688.SH
20231113,000688.SH,893.5003,897.11,888.5499,896.5513,896.5513,17875503.0,60665813.518,000688.SH
20231110,000688.SH,888.9868,894.6326,885.2974,889.7498,889.7498,16883019.0,59495469.69,000688.SH
20231109,000688.SH,897.9307,904.5864,891.4902,893.7984,893.7984,20711730.0,67535789.57,000688.SH
20231108,000688.SH,890.8733,905.9381,889.8892,899.6255,899.6255,22146826.0,77396456.006,000688.SH
20231107,000688.SH,887.2043,892.9885,883.7522,891.456,891.456,19798147.0,69716348.463,000688.SH
20231106,000688.SH,880.603,891.5645,880.603,890.2065,890.2065,22588830.0,78633613.197,000688.SH
20231103,000688.SH,861.5448,877.0862,861.5448,875.3725,875.3725,17361652.0,59698607.963,000688.SH
20231102,000688.SH,871.5508,875.2649,859.8892,859.9318,859.9318,14696377.0,49198119.706,000688.SH
20231101,000688.SH,874.0396,878.3267,868.4489,869.9184,869.9184,16086212.0,54896205.468,000688.SH
20231031,000688.SH,882.4265,882.5592,869.0197,874.4056,874.4056,20324141.0,66543154.324,000688.SH
20231030,000688.SH,862.1168,881.8794,860.402,878.1287,878.1287,24262162.0,83269625.851,000688.SH
20231027,000688.SH,843.8765,866.5435,842.5992,861.8515,861.8515,19976172.0,65500325.153,000688.SH
20231026,000688.SH,841.9871,850.9947,837.468,849.3091,849.3091,15464978.0,50289356.909,000688.SH
20231025,000688.SH,859.765,862.2045,848.6462,848.6462,848.6462,15689852.0,52342580.449,000688.SH
20231024,000688.SH,844.085,858.2946,839.0805,850.6142,850.6142,15420049.0,52744225.878,000688.SH
20231023,000688.SH,857.4821,859.9884,836.6401,840.1434,840.1434,15304396.0,50846721.649,000688.SH
20231020,000688.SH,865.7751,872.7992,861.0837,861.8093,861.8093,15319707.0,54246922.284,000688.SH
20231019,000688.SH,864.4591,879.5542,864.0585,870.1011,870.1011,16604081.0,58463263.225,000688.SH
20231018,000688.SH,884.7064,884.9287,869.448,869.7616,869.7616,14009232.0,49971189.342,000688.SH
20231017,000688.SH,874.282,884.9121,871.7941,882.1911,882.1911,14405849.0,47364525.19,000688.SH
20231016,000688.SH,890.4828,890.942,870.6073,874.0259,874.0259,16909757.0,55207431.181,000688.SH
20231013,000688.SH,895.4675,897.151,888.5398,891.7201,891.7201,16365379.0,53521875.85,000688.SH
20231012,000688.SH,896.0022,901.4727,891.1662,899.984,899.984,16006127.0,56574939.913,000688.SH
20231011,000688.SH,885.6277,895.1551,883.656,893.4484,893.4484,17694937.0,60569823.848,000688.SH
20231010,000688.SH,888.1459,892.4769,881.8362,882.0437,882.0437,14728131.0,48711873.863,000688.SH
20231009,000688.SH,884.2036,890.9539,880.3388,887.2116,887.2116,14532703.0,48920931.817,000688.SH
20230928,000688.SH,880.3943,890.0735,878.5871,887.7997,887.7997,14657804.0,50815144.562,000688.SH
20230927,000688.SH,875.4349,886.6707,875.4349,880.17,880.17,15841409.0,52175529.859,000688.SH
20230926,000688.SH,876.2581,884.0215,873.9835,876.051,876.051,14088806.0,48004383.433,000688.SH
20230925,000688.SH,880.3172,881.6997,874.205,874.5545,874.5545,15043259.0,48847701.849,000688.SH
20230922,000688.SH,860.7277,883.2572,859.0872,882.8781,882.8781,15168082.0,51202088.302,000688.SH
20230921,000688.SH,862.6379,869.8602,860.3113,860.3941,860.3941,10756565.0,34167406.689,000688.SH
20230920,000688.SH,870.032,876.9029,865.7926,866.0227,866.0227,11526322.0,36777826.734,000688.SH
20230919,000688.SH,879.3453,880.2619,870.6621,873.6178,873.6178,12530683.0,41605737.979,000688.SH
20230918,000688.SH,881.3829,888.6801,876.9104,879.5336,879.5336,14389660.0,48388335.384,000688.SH
20230915,000688.SH,883.0739,893.9109,876.6237,887.0132,887.0132,15945029.0,53692598.058,000688.SH
20230914,000688.SH,888.2602,892.7922,877.8223,880.8019,880.8019,13108085.0,43523773.358,000688.SH
20230913,000688.SH,900.0035,902.5219,882.911,889.1316,889.1316,15290497.0,50077710.476,000688.SH
20230912,000688.SH,905.9151,909.839,901.38,901.6221,901.6221,15686209.0,52651460.645,000688.SH
20230911,000688.SH,901.5418,915.9892,895.6224,907.505,907.505,20968300.0,69278651.695,000688.SH
20230908,000688.SH,895.5038,906.3371,894.3994,901.5063,901.5063,17510457.0,58216341.512,000688.SH
20230907,000688.SH,929.3581,929.3581,899.2969,899.8284,899.8284,17950120.0,63522799.298,000688.SH
20230906,000688.SH,926.25,936.8839,920.2453,934.6043,934.6043,18227324.0,66686482.97,000688.SH
20230905,000688.SH,942.5562,947.9514,929.2516,930.6288,930.6288,17212030.0,63083342.767,000688.SH
20230904,000688.SH,935.8206,942.4528,927.58,942.4276,942.4276,18012264.0,62949000.943,000688.SH
20230901,000688.SH,944.2507,945.7243,927.2084,934.7868,934.7868,17556889.0,61217259.033,000688.SH
20230831,000688.SH,936.1949,949.4645,932.3352,942.6126,942.6126,23925719.0,80642216.164,000688.SH
20230830,000688.SH,935.818,950.6977,928.4236,939.6481,939.6481,27726785.0,91282953.027,000688.SH
20230829,000688.SH,878.7799,920.5417,878.7799,916.4552,916.4552,23830685.0,77816833.57,000688.SH
20230828,000688.SH,925.9997,927.6328,878.2617,880.1914,880.1914,20051901.0,66689864.622,000688.SH
20230825,000688.SH,880.1672,882.4416,865.0887,870.3988,870.3988,15625560.0,49567131.959,000688.SH
20230824,000688.SH,883.7991,895.9134,880.0304,885.4764,885.4764,14458614.0,47154854.216,000688.SH
20230823,000688.SH,899.9612,899.9612,879.459,879.459,879.459,12681585.0,41786236.083,000688.SH
20230822,000688.SH,896.7445,903.7842,877.624,901.1284,901.1284,15881399.0,53800963.822,000688.SH
20230821,000688.SH,900.2241,907.6046,891.7448,892.0926,892.0926,13615262.0,44318666.456,000688.SH
20230818,000688.SH,924.2961,924.2961,904.2485,904.2485,904.2485,16818811.0,54330557.386,000688.SH
20230817,000688.SH,899.7992,913.8459,896.4352,910.3778,910.3778,13304289.0,46633893.31,000688.SH
20230816,000688.SH,916.5863,920.353,901.6783,901.7867,901.7867,12645853.0,44632967.299,000688.SH
20230815,000688.SH,933.0566,935.0059,911.5907,917.4499,917.4499,14348806.0,46272071.767,000688.SH
20230814,000688.SH,932.0922,934.2513,919.9442,930.4952,930.4952,12250489.0,43659133.614,000688.SH
20230811,000688.SH,960.0953,960.6452,938.7652,938.7652,938.7652,11783185.0,42513961.046,000688.SH
20230810,000688.SH,957.2175,961.8582,954.4172,959.1699,959.1699,10619882.0,41773777.909,000688.SH
20230809,000688.SH,961.5034,966.7032,956.4007,957.3687,957.3687,11707097.0,44714813.16,000688.SH
20230808,000688.SH,967.4326,971.7249,965.0414,965.5321,965.5321,11723743.0,45735849.707,000688.SH
20230807,000688.SH,973.2893,977.411,967.1574,968.8975,968.8975,14225930.0,54452524.783,000688.SH
20230804,000688.SH,972.4839,976.9765,968.8195,975.7776,975.7776,13588524.0,51908722.126,000688.SH
20230803,000688.SH,962.5496,972.1585,962.0459,970.3727,970.3727,11962658.0,46198267.93,000688.SH
20230802,000688.SH,967.6864,973.3857,965.9867,968.4389,968.4389,12403790.0,50384998.428,000688.SH
20230801,000688.SH,969.405,971.5169,966.1281,969.6827,969.6827,13167740.0,51472017.0,000688.SH
20230731,000688.SH,961.6885,973.9006,961.6885,968.9941,968.9941,15253905.0,59277043.2,000688.SH
20230728,000688.SH,950.5145,963.005,948.2011,962.6446,962.6446,13856046.0,52912714.8,000688.SH
20230727,000688.SH,962.6089,964.6229,950.8089,952.2956,952.2956,12473734.0,47454831.182,000688.SH
20230726,000688.SH,963.554,967.6652,959.3198,961.5966,961.5966,12189232.0,48745037.7,000688.SH
20230725,000688.SH,961.5218,965.6948,956.3666,964.396,964.396,13204061.0,51279640.061,000688.SH
20230724,000688.SH,953.9648,961.3984,949.6377,950.5518,950.5518,11588354.0,44365973.032,000688.SH
20230721,000688.SH,958.8863,963.9687,953.9349,955.5486,955.5486,12792754.0,48045112.871,000688.SH
20230720,000688.SH,978.3844,978.6347,960.2906,961.1299,961.1299,14404593.0,52725932.419,000688.SH
20230719,000688.SH,986.9975,988.5474,973.3371,975.1149,975.1149,12939210.0,54719448.12,000688.SH
20230718,000688.SH,985.2441,987.7106,980.0185,980.0185,980.0185,14128257.0,56962134.355,000688.SH
20230717,000688.SH,988.8807,988.8807,982.0462,984.8212,984.8212,14046030.0,56196970.381,000688.SH
20230714,000688.SH,999.7892,1002.8154,990.6153,991.5585,991.5585,16804282.0,68045978.926,000688.SH
20230713,000688.SH,988.6965,997.7016,988.5887,995.9726,995.9726,15896275.0,64678820.343,000688.SH
20230712,000688.SH,999.2363,1000.0103,984.0349,984.9811,984.9811,16631197.0,67191093.861,000688.SH
20230711,000688.SH,996.5586,1003.221,994.2616,1001.414,1001.414,15145939.0,61331463.358,000688.SH
20230710,000688.SH,992.7442,1001.0328,990.2509,993.731,993.731,14149016.0,54344824.343,000688.SH
20230707,000688.SH,1001.0157,1002.446,989.6632,991.8494,991.8494,15591017.0,60289675.764,000688.SH
20230706,000688.SH,1004.6671,1012.8474,1001.37,1002.1114,1002.1114,15231644.0,64287377.294,000688.SH
20230705,000688.SH,1013.3792,1016.8085,1004.5412,1005.7314,1005.7314,17758381.0,69501065.885,000688.SH
20230704,000688.SH,1008.4331,1022.455,1004.1199,1015.3962,1015.3962,19590085.0,78168877.334,000688.SH
20230703,000688.SH,1006.5773,1013.1852,999.1626,1008.3988,1008.3988,20382267.0,85011402.543,000688.SH
20230630,000688.SH,999.1819,1009.0966,997.5367,1005.1498,1005.1498,18964358.0,75156526.81,000688.SH
20230629,000688.SH,1004.5434,1012.057,1001.4575,1001.4575,1001.4575,17583075.0,70478461.065,000688.SH
20230628,000688.SH,1017.0812,1019.6687,996.1373,1008.2186,1008.2186,18586625.0,73973362.273,000688.SH
20230627,000688.SH,1011.0821,1018.8955,1006.7875,1011.3515,1011.3515,17787955.0,66973507.617,000688.SH
20230626,000688.SH,1011.1484,1029.9437,1006.3542,1010.3139,1010.3139,19884217.0,78401880.377,000688.SH
20230621,000688.SH,1050.1242,1051.0235,1020.1422,1020.2214,1020.2214,21023428.0,86510625.593,000688.SH
20230620,000688.SH,1054.5106,1058.6038,1043.4967,1055.412,1055.412,23794637.0,98210003.771,000688.SH
20230619,000688.SH,1053.3425,1059.9784,1044.9751,1055.4541,1055.4541,23703244.0,97506851.878,000688.SH
20230616,000688.SH,1034.4248,1055.0788,1032.3141,1052.883,1052.883,21132829.0,85733406.883,000688.SH
20230615,000688.SH,1036.3109,1038.7231,1029.7398,1033.8503,1033.8503,21223890.0,86008114.35,000688.SH
20230614,000688.SH,1038.8898,1040.3339,1031.0687,1035.3136,1035.3136,19049046.0,76346612.742,000688.SH
20230613,000688.SH,1025.21,1043.9612,1021.2667,1039.4627,1039.4627,18988534.0,76481117.521,000688.SH
20230612,000688.SH,1030.2582,1032.0937,1022.403,1026.6391,1026.6391,20110923.0,79144447.058,000688.SH
20230609,000688.SH,1008.9027,1032.551,1003.3235,1032.551,1032.551,24684305.0,92922139.215,000688.SH
20230608,000688.SH,1012.656,1014.5674,1001.7524,1007.1198,1007.1198,17727474.0,67639673.481,000688.SH
20230607,000688.SH,1023.9501,1026.4648,1015.3388,1019.0506,1019.0506,15778532.0,63693249.071,000688.SH
20230606,000688.SH,1047.9186,1048.2956,1021.0021,1022.9844,1022.9844,18426402.0,74379922.945,000688.SH
20230605,000688.SH,1063.1494,1068.298,1049.4464,1051.7336,1051.7336,17502161.0,73780939.362,000688.SH
20230602,000688.SH,1055.9483,1059.2489,1047.3682,1053.2906,1053.2906,18112868.0,72564650.445,000688.SH
20230601,000688.SH,1048.9542,1067.2286,1044.979,1053.549,1053.549,20426297.0,81363288.116,000688.SH
20230531,000688.SH,1040.3387,1053.9095,1037.6277,1053.9095,1053.9095,18804422.0,77601945.793,000688.SH
20230530,000688.SH,1025.8257,1047.4726,1022.1507,1044.4253,1044.4253,17457968.0,69227145.676,000688.SH
20230529,000688.SH,1041.27,1047.3601,1026.826,1028.3796,1028.3796,18659870.0,78556835.786,000688.SH
20230526,000688.SH,1023.8581,1040.6728,1022.1115,1038.6612,1038.6612,15634356.0,65742723.946,000688.SH
20230525,000688.SH,1016.9164,1023.4249,1006.7905,1021.7194,1021.7194,16642805.0,66550871.801,000688.SH
20230524,000688.SH,1011.1241,1024.0659,1006.7144,1011.7735,1011.7735,17253064.0,66555091.732,000688.SH
20230523,000688.SH,1029.1436,1029.3268,1016.1058,1016.1058,1016.1058,15240431.0,56630553.798,000688.SH
20230522,000688.SH,1040.8291,1048.4735,1027.441,1032.1118,1032.1118,16554774.0,63112310.423,000688.SH
20230519,000688.SH,1040.3461,1048.9048,1036.9679,1040.1612,1040.1612,20303218.0,78787510.283,000688.SH
20230518,000688.SH,1031.4041,1038.5154,1027.7566,1034.8222,1034.8222,19118822.0,71590896.833,000688.SH
20230517,000688.SH,1025.4468,1035.145,1024.182,1029.6495,1029.6495,16864851.0,60956850.977,000688.SH
20230516,000688.SH,1029.3297,1033.8183,1022.3382,1025.8656,1025.8656,17614131.0,64673406.126,000688.SH
20230515,000688.SH,1013.526,1025.9054,1006.2993,1025.7852,1025.7852,16836051.0,63962743.041,000688.SH
20230512,000688.SH,1028.3604,1036.8794,1014.0205,1014.1052,1014.1052,15956440.0,59112338.372,000688.SH
20230511,000688.SH,1035.1831,1042.3169,1025.5695,1025.971,1025.971,17588344.0,61442553.017,000688.SH
20230510,000688.SH,1031.129,1038.1062,1018.0784,1025.7059,1025.7059,22885687.0,71446868.978,000688.SH
20230509,000688.SH,1058.373,1063.0194,1034.1858,1034.2124,1034.2124,19030597.0,78166984.508,000688.SH
20230508,000688.SH,1050.0999,1063.8948,1046.2641,1057.2139,1057.2139,17974243.0,71848727.848,000688.SH
20230505,000688.SH,1062.6626,1067.4137,1047.0917,1049.0884,1049.0884,19637312.0,79294805.69,000688.SH
20230504,000688.SH,1077.8519,1082.8354,1060.3044,1064.2044,1064.2044,20084234.0,84227253.464,000688.SH
20230428,000688.SH,1060.7062,1089.7418,1060.7062,1087.8686,1087.8686,20603987.0,95217179.555,000688.SH
20230427,000688.SH,1063.5302,1082.031,1059.95,1068.0119,1068.0119,18987330.0,88951331.859,000688.SH
20230426,000688.SH,1072.6959,1085.9677,1060.1333,1069.0054,1069.0054,22745807.0,101368656.897,000688.SH
20230425,000688.SH,1095.9456,1102.386,1068.7178,1076.8646,1076.8646,22597602.0,101866667.944,000688.SH
20230424,000688.SH,1116.6656,1118.7652,1089.9618,1096.3774,1096.3774,23101640.0,101253179.263,000688.SH
20230421,000688.SH,1162.938,1167.5365,1116.8252,1116.8252,1116.8252,28650984.0,123461125.024,000688.SH
20230420,000688.SH,1134.9374,1165.6827,1134.9374,1164.9478,1164.9478,27229110.0,125797256.34,000688.SH
20230419,000688.SH,1131.7402,1151.6751,1127.7143,1134.4041,1134.4041,20114570.0,104122564.522,000688.SH
20230418,000688.SH,1130.8127,1137.8301,1114.8347,1129.8171,1129.8171,19347408.0,96219153.369,000688.SH
20230417,000688.SH,1134.0507,1151.3983,1134.0507,1140.1303,1140.1303,22116216.0,106058779.471,000688.SH
20230414,000688.SH,1107.6247,1137.9521,1095.9566,1136.2134,1136.2134,23625575.0,116304145.252,000688.SH
20230413,000688.SH,1122.3706,1124.7093,1098.1183,1100.1259,1100.1259,21642002.0,104596744.966,000688.SH
20230412,000688.SH,1118.1286,1139.0881,1112.4454,1129.4062,1129.4062,21288229.0,107404476.704,000688.SH
20230411,000688.SH,1132.2222,1138.6179,1109.2238,1121.7402,1121.7402,21302438.0,109725195.185,000688.SH
20230410,000688.SH,1164.9829,1171.3049,1126.0469,1129.1723,1129.1723,26075743.0,132660481.893,000688.SH
20230407,000688.SH,1149.536,1162.5715,1141.8277,1161.0214,1161.0214,22424695.0,112598687.63,000688.SH
20230406,000688.SH,1127.0315,1165.3352,1127.0315,1146.9642,1146.9642,26538856.0,137333131.257,000688.SH
20230404,000688.SH,1122.383,1147.7318,1115.7391,1129.0844,1129.0844,26905799.0,133820017.384,000688.SH
20230403,000688.SH,1093.0751,1128.2317,1090.7461,1126.4885,1126.4885,22345749.0,112681541.727,000688.SH
20230331,000688.SH,1063.2879,1083.1624,1059.3604,1081.5406,1081.5406,16056229.0,79942699.628,000688.SH
20230330,000688.SH,1065.3871,1070.1058,1053.5267,1065.6902,1065.6902,16252582.0,78790289.031,000688.SH
20230329,000688.SH,1039.7949,1076.0582,1035.6779,1062.1362,1062.1362,18078374.0,87270623.688,000688.SH
20230328,000688.SH,1059.6662,1065.9492,1037.0076,1038.6252,1038.6252,17470067.0,79848094.051,000688.SH
20230327,000688.SH,1057.1723,1070.1846,1044.7016,1057.4871,1057.4871,20895865.0,95171918.032,000688.SH
20230324,000688.SH,1058.1192,1064.1248,1051.0479,1060.9865,1060.9865,20005305.0,91345727.61,000688.SH
20230323,000688.SH,1030.4658,1058.9879,1030.4658,1058.9879,1058.9879,20085463.0,92513367.157,000688.SH
20230322,000688.SH,1031.6142,1039.1577,1028.3053,1034.0494,1034.0494,17059582.0,75836218.612,000688.SH
20230321,000688.SH,1024.5325,1030.1859,1020.5172,1030.1859,1030.1859,15983189.0,68357468.91,000688.SH
20230320,000688.SH,1016.2287,1035.278,1012.451,1025.3214,1025.3214,20209621.0,88801513.312,000688.SH
20230317,000688.SH,1002.3656,1021.8344,995.0794,1015.7576,1015.7576,19707246.0,83230830.954,000688.SH
20230316,000688.SH,1001.5166,1010.2789,990.1628,992.4352,992.4352,16082071.0,62856063.103,000688.SH
20230315,000688.SH,1016.1778,1027.1658,1007.1799,1007.3043,1007.3043,17202626.0,69700214.429,000688.SH
20230314,000688.SH,997.7704,1017.693,989.3317,1013.3904,1013.3904,18844123.0,74141319.517,000688.SH
20230313,000688.SH,992.9416,1000.0178,991.1574,998.9069,998.9069,15444107.0,59463126.921,000688.SH
20230310,000688.SH,990.8994,1003.8865,987.4988,993.5522,993.5522,15658157.0,61260192.998,000688.SH
20230309,000688.SH,996.5634,1003.1974,992.2082,998.3033,998.3033,14563629.0,59155878.336,000688.SH
20230308,000688.SH,989.707,996.8059,987.9691,994.8858,994.8858,13918512.0,51460668.801,000688.SH
20230307,000688.SH,1005.6193,1008.0787,990.2126,990.575,990.575,16561087.0,58853540.435,000688.SH
20230306,000688.SH,999.7237,1011.0346,991.6618,1007.6347,1007.6347,16894733.0,67507755.741,000688.SH
20230303,000688.SH,996.0998,1002.4766,990.2691,998.9005,998.9005,15729559.0,59048269.474,000688.SH
20230302,000688.SH,994.5436,997.4647,987.9103,988.8943,988.8943,16987362.0,60486332.441,000688.SH
20230301,000688.SH,989.1076,998.0649,984.5922,994.634,994.634,16923481.0,59409788.693,000688.SH
20230228,000688.SH,991.4395,994.7261,980.1039,990.4668,990.4668,13030246.0,52437860.132,000688.SH
20230227,000688.SH,988.1077,996.1181,983.9222,986.2821,986.2821,13105651.0,51998040.873,000688.SH
20230224,000688.SH,996.0282,999.7993,988.331,990.6316,990.6316,10365102.0,45187501.766,000688.SH
20230223,000688.SH,988.1959,997.764,988.1959,992.4615,992.4615,11555135.0,48375296.835,000688.SH
20230222,000688.SH,988.7885,993.5206,987.2775,989.6532,989.6532,11471029.0,46779732.329,000688.SH
20230221,000688.SH,997.5542,1003.1806,989.9805,995.7253,995.7253,12560806.0,52558324.07,000688.SH
20230220,000688.SH,985.1131,999.9753,979.8278,998.8316,998.8316,12940704.0,54599234.284,000688.SH
20230217,000688.SH,1002.082,1005.3773,986.3345,986.3345,986.3345,13315050.0,56090801.829,000688.SH
20230216,000688.SH,1024.1207,1030.427,998.9589,1005.18,1005.18,18716012.0,75322335.239,000688.SH
20230215,000688.SH,1022.7935,1026.2007,1016.2463,1024.2168,1024.2168,14513134.0,63242881.08,000688.SH
20230214,000688.SH,1026.4502,1032.5889,1016.928,1022.6687,1022.6687,13336025.0,58720169.638,000688.SH
20230213,000688.SH,1020.5503,1031.4729,1017.5878,1024.0363,1024.0363,14680015.0,66450342.88,000688.SH
20230210,000688.SH,1034.2179,1038.6002,1018.7612,1024.538,1024.538,15500931.0,66056252.509,000688.SH
20230209,000688.SH,1007.839,1037.7034,1004.6711,1036.8609,1036.8609,15250329.0,66019205.235,000688.SH
20230208,000688.SH,1021.1612,1026.2165,1010.6939,1010.6939,1010.6939,12411983.0,52605683.858,000688.SH
20230207,000688.SH,1024.2366,1027.7606,1014.4841,1020.1661,1020.1661,13468151.0,58821993.748,000688.SH
20230206,000688.SH,1031.9175,1038.2737,1020.8148,1024.4263,1024.4263,13472147.0,59600662.11,000688.SH
20230203,000688.SH,1029.1179,1034.2606,1016.9074,1033.8698,1033.8698,13436468.0,57900360.865,000688.SH
20230202,000688.SH,1030.3347,1041.2432,1028.3707,1031.6796,1031.6796,15089642.0,67219065.122,000688.SH
20230201,000688.SH,1016.3108,1026.8686,1010.4001,1026.3979,1026.3979,13265177.0,59104192.243,000688.SH
20230131,000688.SH,1027.8189,1029.6248,1014.1267,1014.3578,1014.3578,11950707.0,54352162.179,000688.SH
20230130,000688.SH,1046.437,1051.6741,1031.3578,1031.6097,1031.6097,14771562.0,65873911.371,000688.SH
20230120,000688.SH,1025.0044,1034.5853,1024.1561,1029.135,1029.135,9878585.0,45914395.843,000688.SH
20230119,000688.SH,1004.7854,1023.707,1004.0824,1023.6512,1023.6512,10429025.0,47849458.727,000688.SH
20230118,000688.SH,1006.688,1009.8746,1001.7536,1006.7455,1006.7455,9384388.0,40107877.79,000688.SH
20230117,000688.SH,994.6421,1006.5856,993.4538,1003.6765,1003.6765,10530097.0,49292823.529,000688.SH
20230116,000688.SH,972.7034,1000.2674,971.9038,992.6127,992.6127,13295506.0,60220009.142,000688.SH
20230113,000688.SH,976.5797,977.0551,967.1122,974.3118,974.3118,9132180.0,41421090.096,000688.SH
20230112,000688.SH,978.3612,979.3554,971.4967,974.1936,974.1936,9156746.0,40898126.107,000688.SH
20230111,000688.SH,990.1451,993.4742,973.5585,973.9615,973.9615,9935611.0,45956907.726,000688.SH
20230110,000688.SH,989.8491,998.1597,985.2184,990.3153,990.3153,9545891.0,43450196.099,000688.SH
20230109,000688.SH,994.7397,1000.0673,986.165,988.6687,988.6687,10381752.0,47866647.75,000688.SH
20230106,000688.SH,985.9934,1003.045,984.0247,991.0952,991.0952,11444622.0,51540933.418,000688.SH
20230105,000688.SH,972.606,985.8163,969.318,983.5198,983.5198,10431918.0,46691753.363,000688.SH
20230104,000688.SH,982.0256,983.8397,966.2852,972.3783,972.3783,9969593.0,43347499.596,000688.SH
20230103,000688.SH,960.5094,982.239,956.7036,979.9129,979.9129,11260680.0,47137521.002,000688.SH
20221230,000688.SH,963.2943,971.0402,958.9907,959.9046,959.9046,7869400.0,33026097.666,000688.SH
20221229,000688.SH,956.0978,970.5716,954.7399,962.253,962.253,8302554.0,34525922.752,000688.SH
20221228,000688.SH,960.3881,963.3555,955.4853,957.2743,957.2743,8731054.0,35621599.828,000688.SH
20221227,000688.SH,951.8563,965.4892,947.1695,963.1355,963.1355,9259026.0,40610306.696,000688.SH
20221226,000688.SH,920.7353,951.6596,920.5573,951.1103,951.1103,9612288.0,39871943.431,000688.SH
20221223,000688.SH,925.1412,930.0631,915.349,920.3509,920.3509,8693046.0,35106246.004,000688.SH
20221222,000688.SH,944.5731,946.0371,928.906,930.8046,930.8046,8129995.0,32608083.527,000688.SH
20221221,000688.SH,950.5609,954.6246,937.5198,940.8352,940.8352,7709576.0,30957798.937,000688.SH
20221220,000688.SH,955.0774,959.964,950.4724,952.7673,952.7673,8004557.0,32159831.457,000688.SH
20221219,000688.SH,973.5975,980.4682,954.0152,956.186,956.186,9767095.0,39036089.23,000688.SH
20221216,000688.SH,984.2514,985.8674,973.6985,978.3607,978.3607,10897108.0,43501229.348,000688.SH
20221215,000688.SH,985.1521,992.973,979.5261,989.1978,989.1978,9608035.0,42405129.052,000688.SH
20221214,000688.SH,1003.5662,1004.7414,983.0889,984.2187,984.2187,11259073.0,51369092.964,000688.SH
20221213,000688.SH,1002.5403,1004.2057,989.1815,989.3073,989.3073,11266264.0,49186628.594,000688.SH
20221212,000688.SH,1000.2894,1011.7622,996.2253,1004.6214,1004.6214,14016449.0,60996961.375,000688.SH
20221209,000688.SH,998.7387,1004.3595,992.6342,1001.6858,1001.6858,16837179.0,74626336.843,000688.SH
20221208,000688.SH,999.7483,1005.8809,995.8763,997.3145,997.3145,12358659.0,51482310.454,000688.SH
20221207,000688.SH,999.2776,1008.8471,996.9439,1000.4747,1000.4747,12105057.0,52188814.926,000688.SH
20221206,000688.SH,1003.3058,1014.3344,999.5221,1003.1362,1003.1362,13059792.0,58502177.375,000688.SH
20221205,000688.SH,1011.2806,1011.2868,999.4875,1003.6,1003.6,15041170.0,59767177.317,000688.SH
20221202,000688.SH,1005.6314,1021.397,1005.1581,1008.1447,1008.1447,12601183.0,54808409.028,000688.SH
20221201,000688.SH,1008.7068,1017.0063,1004.3183,1009.3322,1009.3322,13135534.0,60853587.407,000688.SH
20221130,000688.SH,999.613,1003.7303,991.4883,1000.2633,1000.2633,12195134.0,53338141.122,000688.SH
20221129,000688.SH,995.3404,1003.6113,988.0748,1002.4473,1002.4473,12619262.0,56866576.156,000688.SH
20221128,000688.SH,983.5944,997.8967,980.7551,992.8114,992.8114,11452162.0,46834647.654,000688.SH
20221125,000688.SH,1012.7972,1012.7972,999.8382,999.9884,999.9884,11343303.0,46271765.602,000688.SH
20221124,000688.SH,1019.1768,1024.2438,1013.4817,1015.3554,1015.3554,11487495.0,48954382.359,000688.SH
20221123,000688.SH,1014.7376,1021.9082,994.4958,1017.0158,1017.0158,14127160.0,57082924.596,000688.SH
20221122,000688.SH,1029.5031,1030.3664,1015.1416,1017.8215,1017.8215,14199148.0,57460488.427,000688.SH
20221121,000688.SH,1023.9005,1032.949,1020.0553,1032.4722,1032.4722,12221752.0,56253928.115,000688.SH
20221118,000688.SH,1039.8545,1045.9506,1030.7443,1031.9923,1031.9923,14299613.0,65644952.452,000688.SH
20221117,000688.SH,1029.3148,1041.7546,1015.0546,1041.6727,1041.6727,13408446.0,64055724.998,000688.SH
20221116,000688.SH,1052.4142,1054.3436,1034.2015,1036.4918,1036.4918,13316508.0,61449959.807,000688.SH
20221115,000688.SH,1022.0413,1054.3574,1021.1369,1052.0448,1052.0448,15939905.0,75640213.245,000688.SH
20221114,000688.SH,1021.4092,1031.705,1012.6723,1022.9133,1022.9133,13552908.0,63849567.797,000688.SH
